rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,shot_creating_actions,shot_creating_actions_per_90,shot_creating_actions_live_pass,shot_creating_actions_dead_pass,shot_creating_actions_take_on,shot_creating_actions_shot,shot_creating_actions_foul_drawn,goal_creating_actions,goal_creating_actions_per_90,goal_creating_actions_def,season,table_type,processed_at
1209,Senne Lynen,BEL,MF,Werder Bremen,Bundesliga,0.0,1999.0,5.8,10,1.71,9,0,0,1,0,3,0.51,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1210,Mathias Løvik,NOR,DF,Parma,Serie A,0.0,2003.0,3.4,2,0.59,1,0,0,0,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1211,Ian Maatsen,NED,DF,Aston Villa,Premier League,0.0,2002.0,1.6,6,3.75,3,2,0,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1212,Alexis Mac Allister,ARG,MF,Liverpool,Premier League,0.0,1998.0,4.3,10,2.34,8,0,0,2,0,2,0.47,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1213,Deiver Machado,COL,DF,Lens,Ligue 1,0.0,1993.0,2.3,4,1.71,3,0,1,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1214,Koki Machida,JPN,DF,Hoffenheim,Bundesliga,0.0,1997.0,0.5,2,4.09,1,0,0,0,0,0,0.0,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1215,Lanroy Machine,FRA,"FW,MF",Angers,Ligue 1,0.0,2005.0,1.2,1,0.85,0,0,0,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1216,Shuto Machino,JPN,FW,Gladbach,Bundesliga,0.0,1999.0,3.6,7,1.96,6,1,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1217,Brian Madjo,LUX,FW,Metz,Ligue 1,0.0,2009.0,1.7,1,0.6,0,0,0,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1218,Noni Madueke,ENG,FW,Arsenal,Premier League,0.0,2002.0,3.4,13,3.84,10,2,1,0,0,2,0.59,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1219,Pablo Maffeo,ESP,DF,Mallorca,La Liga,0.0,1997.0,3.3,8,2.4,5,0,3,0,0,1,0.3,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1220,Gabriel Magalhães,BRA,DF,Arsenal,Premier League,0.0,1997.0,7.0,6,0.86,2,0,0,2,2,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1221,Soungoutou Magassa,FRA,MF,West Ham,Premier League,0.0,2003.0,1.8,1,0.56,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1222,Hugo Magnetti,FRA,MF,Brest,Ligue 1,0.0,1998.0,5.8,4,0.69,3,0,0,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1223,Frank Magri,CMR,FW,Toulouse,Ligue 1,0.0,1999.0,6.3,14,2.23,8,0,2,3,0,2,0.32,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1224,Harry Maguire,ENG,DF,Manchester Utd,Premier League,0.0,1993.0,2.0,4,1.96,3,0,0,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1225,Arne Maier,GER,DF,Augsburg,Bundesliga,0.0,1999.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1226,Mike Maignan,FRA,GK,Milan,Serie A,0.0,1995.0,4.6,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1227,Linton Maina,GER,"DF,FW",Köln,Bundesliga,0.0,1999.0,1.3,3,2.37,3,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1228,Patrick Mainka,GER,DF,Heidenheim,Bundesliga,0.0,1994.0,6.0,2,0.33,2,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1229,Kobbie Mainoo,ENG,MF,Manchester Utd,Premier League,0.0,2005.0,1.3,5,3.85,4,0,0,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1230,Ainsley Maitland-Niles,ENG,DF,Lyon,Ligue 1,0.0,1997.0,7.0,10,1.43,7,1,2,0,0,2,0.29,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1231,Radosław Majecki,POL,GK,Brest,Ligue 1,0.0,1999.0,4.6,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1232,Lovro Majer,CRO,MF,Wolfsburg,Bundesliga,0.0,1998.0,3.2,11,3.43,9,0,0,1,1,2,0.62,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1233,Hamidou Makalou,MLI,"MF,FW",Brest,Ligue 1,0.0,2006.0,1.4,6,4.43,4,2,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1234,Jean-Victor Makengo,FRA,MF,Lorient,Ligue 1,0.0,1998.0,2.2,6,2.78,3,1,0,1,1,1,0.46,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1235,Jordy Makengo,FRA,DF,Freiburg,Bundesliga,0.0,2001.0,3.1,3,0.96,3,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1236,Andrija Maksimović,SRB,FW,RB Leipzig,Bundesliga,0.0,2007.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1237,Said El Mala,GER,"FW,DF",Köln,Bundesliga,0.0,2006.0,2.4,13,5.39,3,0,8,2,0,3,1.24,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1238,Julián Malatini,ARG,DF,Werder Bremen,Bundesliga,0.0,2001.0,1.0,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1239,Daniel Maldini,ITA,MF,Atalanta,Serie A,0.0,2001.0,1.9,10,5.23,6,0,3,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1240,Donyell Malen,NED,FW,Aston Villa,Premier League,0.0,1999.0,2.6,7,2.7,6,0,0,0,0,0,0.0,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1241,Ruslan Malinovskyi,UKR,MF,Genoa,Serie A,0.0,1993.0,3.2,12,3.7,11,0,1,0,0,1,0.31,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1242,Lennard Maloney,USA,MF,Mainz 05,Bundesliga,0.0,1999.0,0.5,2,3.91,2,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1243,Giorgi Mamardashvili,GEO,GK,Liverpool,Premier League,0.0,2000.0,1.0,1,1.0,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1244,Felix Mambimbi,SUI,"MF,FW",Le Havre,Ligue 1,0.0,2001.0,1.4,1,0.7,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1245,Gianluca Mancini,ITA,DF,Roma,Serie A,0.0,1996.0,6.0,2,0.33,1,0,0,0,0,0,0.0,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1246,Reinildo Mandava,MOZ,DF,Sunderland,Premier League,0.0,1994.0,4.4,2,0.46,2,0,0,0,0,1,0.23,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1247,Aïssa Mandi,ALG,DF,Lille,Ligue 1,0.0,1991.0,4.1,7,1.72,6,0,1,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1248,Rolando Mandragora,ITA,MF,Fiorentina,Serie A,0.0,1997.0,4.7,13,2.75,6,3,0,1,2,1,0.21,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1249,Filippo Mane,ITA,DF,Dortmund,Bundesliga,0.0,2005.0,0.9,2,2.12,2,0,0,0,0,1,1.06,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1250,Johan Manzambi,SUI,MF,Freiburg,Bundesliga,0.0,2005.0,3.4,11,3.26,7,0,0,0,4,1,0.3,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1251,Sekou Mara,FRA,FW,Auxerre,Ligue 1,0.0,2002.0,2.9,5,1.71,5,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1252,Alessandro Marcandalli,ITA,DF,Genoa,Serie A,0.0,2002.0,2.0,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1253,Marcão,BRA,DF,Sevilla,La Liga,0.0,1996.0,4.2,1,0.24,0,0,0,0,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1254,Vincent Marchetti,FRA,MF,Paris FC,Ligue 1,0.0,1997.0,2.7,10,3.66,5,0,3,2,0,1,0.37,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1255,Pablo Marí,ESP,DF,Fiorentina,Serie A,0.0,1993.0,2.1,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1256,Mariano,DOM,FW,Alavés,La Liga,0.0,1993.0,2.5,2,0.8,2,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1257,Luca Marianucci,ITA,DF,Napoli,Serie A,0.0,2004.0,1.0,7,7.0,6,0,0,0,0,0,0.0,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1258,Rafa Marín,ESP,DF,Villarreal,La Liga,0.0,2002.0,7.0,3,0.43,3,0,0,0,0,1,0.14,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1259,Marius Marin,ROU,MF,Pisa,Serie A,0.0,1998.0,4.4,2,0.46,2,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1260,Pablo Marín,ESP,MF,Real Sociedad,La Liga,0.0,2003.0,5.1,7,1.37,5,0,0,1,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1261,João Mário Lopes,POR,DF,Juventus,Serie A,0.0,2000.0,2.4,10,4.17,6,0,2,0,2,1,0.42,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1262,Guillermo Maripán,CHI,DF,Torino,Serie A,0.0,1994.0,4.5,2,0.44,2,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1263,Omar Marmoush,EGY,"FW,MF",Manchester City,Premier League,0.0,1999.0,1.7,7,4.23,3,0,2,1,1,2,1.21,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1264,Marquinhos,BRA,DF,Paris S-G,Ligue 1,0.0,1994.0,2.0,3,1.5,3,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1265,Callum Marshall,NIR,FW,West Ham,Premier League,0.0,2004.0,0.3,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1266,Eric Martel,GER,"MF,DF",Köln,Bundesliga,0.0,2002.0,5.6,8,1.42,7,0,0,0,0,1,0.18,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1267,Aarón Martín,ESP,DF,Genoa,Serie A,0.0,1997.0,4.9,17,3.45,6,8,1,0,1,0,0.0,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1268,Gerard Martín,ESP,DF,Barcelona,La Liga,0.0,2002.0,4.0,9,2.23,8,0,1,0,0,1,0.25,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1269,Iván Martín,ESP,MF,Girona,La Liga,0.0,1999.0,6.0,6,1.0,6,0,0,0,0,1,0.17,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1270,Jon Martin,ESP,DF,Real Sociedad,La Liga,0.0,2006.0,1.0,3,3.0,3,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1271,Mario Martín,ESP,MF,Getafe,La Liga,0.0,2004.0,5.7,3,0.53,3,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1272,Gabriel Martinelli,BRA,FW,Arsenal,Premier League,0.0,2001.0,2.1,2,0.98,1,1,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1273,Arnau Martinez,ESP,DF,Girona,La Liga,0.0,2003.0,3.9,3,0.77,1,1,0,0,1,1,0.26,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1274,Emiliano Martínez,ARG,GK,Aston Villa,Premier League,0.0,1992.0,5.0,2,0.4,2,0,0,0,0,1,0.2,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1275,Josep Martinez,ESP,GK,Inter,Serie A,0.0,1998.0,2.0,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1276,Lautaro Martínez,ARG,FW,Inter,Serie A,0.0,1997.0,4.7,20,4.29,14,0,0,4,2,1,0.21,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1277,Pablo Martínez,ESP,MF,Levante,La Liga,0.0,1998.0,4.7,10,2.13,6,1,1,0,1,2,0.43,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1278,Ramón Martínez,ESP,DF,Sevilla,La Liga,0.0,2002.0,0.2,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1279,Toni Martínez,ESP,FW,Alavés,La Liga,0.0,1997.0,5.5,10,1.83,5,0,2,2,1,1,0.18,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1280,Adam Marušić,MNE,DF,Lazio,Serie A,0.0,1992.0,3.6,5,1.38,5,0,0,0,0,1,0.28,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1281,Omar Mascarell,EQG,MF,Mallorca,La Liga,0.0,1993.0,1.7,1,0.58,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1282,Adam Masina,MAR,DF,Torino,Serie A,0.0,1994.0,1.2,3,2.43,2,0,0,0,0,1,0.81,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1283,Patrizio Masini,ITA,MF,Genoa,Serie A,0.0,2001.0,5.8,6,1.04,5,0,0,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1284,Han-Noah Massengo,FRA,MF,Augsburg,Bundesliga,0.0,2001.0,5.8,12,2.06,9,0,0,0,2,3,0.51,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1285,Franco Mastantuono,ARG,"FW,DF",Real Madrid,La Liga,0.0,2007.0,4.5,16,3.58,10,2,2,1,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1286,Arthur Masuaku,COD,"DF,MF",Sunderland,Premier League,0.0,1993.0,1.4,4,2.86,3,0,0,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1287,Clinton Mata,ANG,DF,Lyon,Ligue 1,0.0,1992.0,6.9,6,0.86,6,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1288,Igor Matanovic,CRO,FW,Freiburg,Bundesliga,0.0,2003.0,0.6,2,3.1,1,0,0,0,0,0,0.0,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1289,Pape Matar Sarr,SEN,MF,Tottenham,Premier League,0.0,2002.0,4.2,7,1.68,6,0,0,0,0,5,1.2,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1290,Jean-Philippe Mateta,FRA,FW,Crystal Palace,Premier League,0.0,1997.0,6.7,7,1.05,3,0,1,3,0,1,0.15,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1291,Nemanja Matić,SRB,MF,Sassuolo,Serie A,0.0,1988.0,4.9,9,1.84,7,1,0,0,1,2,0.41,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1292,Rudy Matondo,FRA,MF,Auxerre,Ligue 1,0.0,2008.0,0.6,2,3.16,2,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1293,Chrislain Matsima,FRA,DF,Augsburg,Bundesliga,0.0,2002.0,6.0,7,1.17,6,0,0,0,0,0,0.0,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1294,Jean Mattéo Bahoya,FRA,FW,Eint Frankfurt,Bundesliga,0.0,2005.0,3.9,11,2.85,7,1,1,0,2,1,0.26,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1295,Konstantinos Mavropanos,GRE,DF,West Ham,Premier League,0.0,1997.0,5.0,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1296,Christian Mawissa,FRA,DF,Monaco,Ligue 1,0.0,2005.0,4.0,2,0.5,1,0,0,0,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1297,Keke Maximilian Topp,GER,FW,Werder Bremen,Bundesliga,0.0,2004.0,0.6,2,3.53,2,0,0,0,0,1,1.76,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1298,Eliezer Mayenda,ESP,FW,Sunderland,Premier League,0.0,2005.0,2.7,4,1.47,2,0,1,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1299,Borja Mayoral,ESP,FW,Getafe,La Liga,0.0,1997.0,4.2,6,1.43,4,0,0,1,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1300,Senny Mayulu,FRA,MF,Paris S-G,Ligue 1,0.0,2006.0,1.9,6,3.16,5,1,0,0,0,1,0.53,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1301,Ibrahim Maza,ALG,"MF,DF",Leverkusen,Bundesliga,0.0,2005.0,2.4,6,2.51,3,0,1,2,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1302,Noussair Mazraoui,MAR,DF,Manchester Utd,Premier League,0.0,1997.0,1.5,4,2.75,4,0,0,0,0,1,0.69,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1303,Luca Mazzitelli,ITA,MF,Cagliari,Serie A,0.0,1995.0,0.4,2,5.29,1,1,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1304,Samuel Mbangula,BEL,FW,Werder Bremen,Bundesliga,0.0,2004.0,4.1,14,3.43,12,0,0,0,2,3,0.74,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1305,Ethan Mbappé,FRA,FW,Lille,Ligue 1,0.0,2006.0,0.4,6,15.0,5,1,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1306,Kylian Mbappé,FRA,FW,Real Madrid,La Liga,0.0,1998.0,7.7,57,7.37,41,0,9,4,3,11,1.42,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1307,Ibrahim Mbaye,FRA,FW,Paris S-G,Ligue 1,0.0,2008.0,3.3,15,4.49,13,0,1,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1308,Chancel Mbemba,COD,DF,Lille,Ligue 1,0.0,1994.0,1.5,4,2.65,4,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1309,Bryan Mbeumo,CMR,MF,Manchester Utd,Premier League,0.0,1999.0,6.6,23,3.48,10,7,0,3,3,1,0.15,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1310,Michel Mboula,GAB,DF,Metz,Ligue 1,0.0,2003.0,1.9,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1311,Pathé Mboup,SEN,"FW,MF",Brest,Ligue 1,0.0,2003.0,2.3,3,1.29,2,0,0,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1312,Moustapha Mbow,SEN,DF,Paris FC,Ligue 1,0.0,2000.0,7.0,8,1.14,6,1,0,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1313,James Mcatee,ENG,"MF,FW",Nott'ham Forest,Premier League,0.0,2002.0,1.4,4,2.79,4,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1314,John McGinn,SCO,"MF,FW",Aston Villa,Premier League,0.0,1994.0,6.1,18,2.97,13,2,1,1,0,0,0.0,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1315,Weston McKennie,USA,"MF,DF",Juventus,Serie A,0.0,1998.0,2.3,4,1.76,4,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1316,Mark McKenzie,USA,DF,Toulouse,Ligue 1,0.0,1999.0,7.0,10,1.43,4,6,0,0,0,3,0.43,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1317,Dwight McNeil,ENG,FW,Everton,Premier League,0.0,1999.0,0.2,1,4.5,0,0,0,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1318,Scott McTominay,SCO,MF,Napoli,Serie A,0.0,1996.0,5.8,7,1.21,4,0,1,1,1,3,0.52,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1319,Facundo Medina,ARG,DF,Marseille,Ligue 1,0.0,1999.0,1.6,5,3.12,5,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1320,Jonas Meffert,GER,MF,Hamburger SV,Bundesliga,0.0,1994.0,0.9,2,2.28,2,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1321,Henrik Meister,DEN,FW,Pisa,Serie A,0.0,2003.0,3.7,2,0.54,0,0,2,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1322,Bamo Meïté,CIV,DF,Lorient,Ligue 1,0.0,2001.0,4.0,1,0.25,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1323,Mohamed Meité,FRA,FW,Rennes,Ligue 1,0.0,2007.0,1.6,3,1.87,2,0,1,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1324,Hannibal Mejbri,TUN,MF,Burnley,Premier League,0.0,2003.0,2.8,4,1.45,2,1,0,0,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1325,Nuno Mendes,POR,DF,Paris S-G,Ligue 1,0.0,2002.0,3.4,12,3.51,7,3,1,0,1,1,0.29,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1326,Brais Méndez,ESP,MF,Real Sociedad,La Liga,0.0,1997.0,4.3,12,2.78,10,2,0,0,0,1,0.23,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1327,Rodrigo Mendoza,ESP,"MF,FW",Elche,La Liga,0.0,2005.0,4.0,10,2.51,9,1,0,0,0,1,0.25,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1328,Antoine Mendy,SEN,DF,Nice,Ligue 1,0.0,2004.0,4.7,4,0.85,3,0,0,1,0,1,0.21,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1329,Batista Mendy,FRA,MF,Sevilla,La Liga,0.0,2000.0,4.0,3,0.75,2,0,0,0,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1330,Formose Mendy,SEN,DF,Lorient,Ligue 1,0.0,2001.0,1.5,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1331,Gideon Mensah,GHA,DF,Auxerre,Ligue 1,0.0,1998.0,6.7,9,1.34,8,1,0,0,0,2,0.3,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1332,Khalis Merah,FRA,"FW,MF",Lyon,Ligue 1,0.0,2007.0,3.6,11,3.07,9,0,0,2,0,1,0.28,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1333,Alex Meret,ITA,GK,Napoli,Serie A,0.0,1997.0,4.0,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1334,Mikel Merino,ESP,MF,Arsenal,Premier League,0.0,1996.0,2.7,4,1.47,4,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1335,Quentin Merlin,FRA,DF,Rennes,Ligue 1,0.0,2002.0,6.9,16,2.33,8,5,2,1,0,2,0.29,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1336,Rafik Messali,FRA,MF,Toulouse,Ligue 1,0.0,2003.0,0.2,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1337,Junior Messias,BRA,"FW,MF",Genoa,Serie A,0.0,1991.0,0.7,2,2.77,2,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1338,Connor Metcalfe,AUS,MF,St. Pauli,Bundesliga,0.0,1999.0,0.8,9,11.25,7,0,2,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1339,Dayann Methalie,FRA,"MF,DF",Toulouse,Ligue 1,0.0,2006.0,4.9,4,0.81,4,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1340,Thomas Meunier,BEL,DF,Lille,Ligue 1,0.0,1991.0,2.8,5,1.81,4,0,0,1,0,1,0.36,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1341,Georges Mikautadze,GEO,FW,Villarreal,La Liga,0.0,2000.0,3.4,7,2.06,4,0,2,1,0,2,0.59,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1342,Georges Mikautadze,GEO,FW,Lyon,Ligue 1,0.0,2000.0,2.0,3,1.51,1,0,1,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1343,Wisdom Mike,GER,FW,Bayern Munich,Bundesliga,0.0,2008.0,0.1,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1344,William Mikelbrencis,FRA,"DF,MF",Hamburger SV,Bundesliga,0.0,2004.0,1.3,1,0.76,0,0,1,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1345,Antoni Milambo,NED,MF,Brentford,Premier League,0.0,2005.0,0.5,1,2.0,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1346,Nikola Milenković,SRB,DF,Nott'ham Forest,Premier League,0.0,1997.0,7.0,4,0.57,4,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1347,Lewis Miley,ENG,MF,Newcastle Utd,Premier League,0.0,2006.0,1.9,2,1.07,2,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1348,Vanja Milinković-Savić,SRB,GK,Napoli,Serie A,0.0,1997.0,2.0,1,0.5,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1349,Éder Militão,BRA,DF,Real Madrid,La Liga,0.0,1998.0,5.5,6,1.09,5,0,0,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1350,Luis Milla,ESP,MF,Getafe,La Liga,0.0,1994.0,8.0,30,3.76,13,12,3,2,0,8,1.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
1351,Pere Milla,ESP,"MF,FW",Espanyol,La Liga,0.0,1992.0,3.9,13,3.32,7,2,2,1,1,2,0.51,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
