rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,passes_attempted,passes_live,passes_dead,passes_free_kick,passes_through_ball,passes_switched,passes_crosses,passes_throw_in,passes_corner_kick,passes_in,passes_out,passes_straight,passes_completed,passes_offsides,passes_blocks,season,table_type,processed_at
480,Arnaut Danjuma,NED,"FW,MF",Valencia,La Liga,0.0,1997.0,6.1,127,121,6,0,2,3,12,0,3,0,3,0,93,0,4,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
481,Kévin Danois,FRA,MF,Auxerre,Ligue 1,0.0,2004.0,6.8,324,306,16,6,3,3,12,0,9,4,3,0,271,2,4,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
482,Kevin Danso,AUT,DF,Tottenham,Premier League,0.0,1998.0,0.2,25,24,1,0,0,0,0,1,0,0,0,0,23,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
483,Dante,BRA,DF,Nice,Ligue 1,0.0,1983.0,0.8,62,57,5,2,0,0,0,0,0,0,0,0,58,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
484,Aiman Dardari,LUX,MF,Augsburg,Bundesliga,0.0,2005.0,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
485,Sergi Darder,ESP,"MF,FW",Mallorca,La Liga,0.0,1993.0,7.2,296,249,46,10,1,6,39,5,16,10,5,1,236,1,6,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
486,Karl Darlow,WAL,GK,Leeds United,Premier League,0.0,1990.0,4.0,179,137,41,16,0,0,0,0,0,0,0,0,114,1,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
487,Matteo Darmian,ITA,DF,Inter,Serie A,0.0,1989.0,0.2,4,2,2,0,0,0,1,2,0,0,0,0,1,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
488,Juan David Cabal,COL,DF,Juventus,Serie A,0.0,2001.0,0.4,14,14,0,0,0,0,0,0,0,0,0,0,13,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
489,Jonathan David,CAN,FW,Juventus,Serie A,0.0,2000.0,2.7,52,51,1,0,0,0,0,0,0,0,0,0,45,0,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
490,Davinchi,ESP,DF,Getafe,La Liga,0.0,2007.0,4.8,214,159,54,0,0,0,12,54,0,0,0,0,140,1,8,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
491,Keinan Davis,ENG,FW,Udinese,Serie A,0.0,1998.0,4.9,83,74,9,1,0,0,0,0,0,0,0,0,66,0,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
492,Kevin De Bruyne,BEL,MF,Napoli,Serie A,0.0,1991.0,4.9,332,298,33,12,8,3,22,3,18,11,1,0,266,1,6,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
493,Mathys De Carvalho,FRA,"MF,FW",Lyon,Ligue 1,0.0,2005.0,0.1,12,11,1,1,0,0,0,0,0,0,0,0,12,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
494,Maxim De Cuyper,BEL,DF,Brighton,Premier League,0.0,2000.0,3.3,166,139,27,9,0,2,8,16,2,2,0,0,136,0,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
495,Charles De Ketelaere,BEL,MF,Atalanta,Serie A,0.0,2001.0,3.1,142,136,6,1,2,0,9,4,1,0,0,0,110,0,4,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
496,Jeffrey De Lange,NED,GK,Marseille,Ligue 1,0.0,1998.0,1.0,8,7,1,0,0,0,0,0,0,0,0,0,8,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
497,Manuel De Luca,ITA,FW,Cremonese,Serie A,0.0,1998.0,0.2,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
498,Théo De Percin,MTQ,GK,Auxerre,Ligue 1,0.0,2001.0,2.5,86,61,24,12,0,0,0,0,0,0,0,0,47,1,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
499,Lorenzo De Silvestri,ITA,DF,Bologna,Serie A,0.0,1988.0,1.5,56,39,17,3,0,0,2,14,0,0,0,0,42,0,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
500,Thibault De Smet,BEL,DF,Paris FC,Ligue 1,0.0,1998.0,4.1,260,221,39,8,0,1,3,31,0,0,0,0,228,0,4,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
501,Koni De Winter,BEL,DF,Milan,Serie A,0.0,2002.0,0.9,38,37,1,1,0,0,0,0,0,0,0,0,29,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
502,Alessandro Deiola,ITA,"MF,DF",Cagliari,Serie A,0.0,1995.0,4.8,162,159,3,1,0,0,1,0,0,0,0,0,129,0,6,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
503,Romain Del Castillo,FRA,"FW,MF",Brest,Ligue 1,0.0,1996.0,5.3,232,197,35,13,3,0,38,7,14,8,4,0,149,0,10,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
504,Enrico Del Prato,ITA,DF,Parma,Serie A,0.0,1999.0,6.0,259,220,39,7,0,0,2,32,0,0,0,0,211,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
505,Thomas Delaine,FRA,DF,Le Havre,Ligue 1,0.0,1992.0,1.4,106,90,16,4,0,0,13,12,0,0,0,0,76,0,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
506,Liam Delap,ENG,FW,Chelsea,Premier League,0.0,2003.0,1.0,15,15,0,0,0,0,1,0,0,0,0,0,9,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
507,Fisayo Dele-Bashiru,NGA,MF,Lazio,Serie A,0.0,2001.0,2.3,83,83,0,0,0,0,0,0,0,0,0,0,77,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
508,Ali Dembélé,FRA,DF,Torino,Serie A,0.0,2004.0,0.1,7,3,4,0,0,0,0,4,0,0,0,0,3,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
509,Ousmane Dembélé,FRA,FW,Paris S-G,Ligue 1,0.0,1997.0,2.0,170,158,12,1,1,0,7,0,9,0,0,0,145,0,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
510,Jessy Deminguet,FRA,MF,Metz,Ligue 1,0.0,1998.0,3.5,145,139,6,3,0,2,7,2,0,0,0,0,120,0,5,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
511,Ermedin Demirović,BIH,FW,Stuttgart,Bundesliga,0.0,1998.0,5.5,70,70,0,0,1,0,0,0,0,0,0,0,52,0,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
512,Rav van den Berg,NED,DF,Köln,Bundesliga,0.0,2004.0,1.8,68,67,1,1,0,0,0,0,0,0,0,0,61,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
513,Sepp van den Berg,NED,DF,Brentford,Premier League,0.0,2001.0,7.0,273,258,14,3,0,0,0,2,0,0,0,0,246,1,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
514,Leander Dendoncker,BEL,MF,Oviedo,La Liga,0.0,1995.0,6.9,242,231,10,7,0,3,2,2,0,0,0,0,203,1,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
515,Daniel Denoon,SUI,DF,Pisa,Serie A,0.0,2004.0,0.9,21,19,2,0,0,0,0,2,0,0,0,0,17,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
516,Nelson Deossa,COL,MF,Betis,La Liga,0.0,2000.0,0.7,36,34,2,2,0,1,2,0,0,0,0,0,32,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
517,Rémy Descamps,FRA,GK,Lyon,Ligue 1,0.0,1996.0,4.0,125,100,25,12,0,0,0,0,0,0,0,0,91,0,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
518,Bahmed Deuff,MTN,MF,Nantes,Ligue 1,0.0,2006.0,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
519,Justin Devenny,NIR,"MF,FW",Crystal Palace,Premier League,0.0,2003.0,1.7,54,50,3,1,1,0,1,0,0,0,0,0,38,1,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
520,Kiernan Dewsbury-Hall,ENG,MF,Everton,Premier League,0.0,1998.0,6.0,232,199,33,16,2,2,28,1,11,10,0,0,181,0,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
521,Michele Di Gregorio,ITA,GK,Juventus,Serie A,0.0,1997.0,6.0,192,158,34,12,0,0,0,0,0,0,0,0,156,0,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
522,Giovanni Di Lorenzo,ITA,DF,Napoli,Serie A,0.0,1993.0,6.0,430,363,67,14,2,0,13,53,0,0,0,0,366,0,8,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
523,Alessandro Di Pardo,ITA,DF,Cagliari,Serie A,0.0,1999.0,0.6,24,16,8,0,0,0,0,8,0,0,0,0,18,0,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
524,Boulaye Dia,SEN,"MF,FW",Lazio,Serie A,0.0,1996.0,3.2,72,68,4,0,0,1,0,0,0,0,0,0,59,0,3,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
525,Bambo Diaby,SEN,DF,Elche,La Liga,0.0,1997.0,0.5,30,25,5,4,0,0,0,1,0,0,0,0,29,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
526,Mouctar Diakhaby,GUI,DF,Valencia,La Liga,0.0,1996.0,5.0,248,236,10,9,0,0,0,1,0,0,0,0,213,2,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
527,Bafodé Diakité,FRA,DF,Bournemouth,Premier League,0.0,2001.0,6.0,314,303,11,11,0,1,0,0,0,0,0,0,279,0,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
528,Amad Diallo,CIV,"DF,MF",Manchester Utd,Premier League,0.0,2002.0,5.0,206,184,21,1,1,1,5,20,0,0,0,0,186,1,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
529,Habib Diallo,SEN,FW,Metz,Ligue 1,0.0,1995.0,3.9,45,41,4,0,0,0,2,1,0,0,0,0,31,0,4,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
530,Grady Diangana,COD,"MF,FW",Elche,La Liga,0.0,1998.0,1.6,48,45,3,2,0,0,3,1,0,0,0,0,39,0,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
531,Habib Diarra,SEN,MF,Sunderland,Premier League,0.0,2004.0,3.8,121,121,0,0,0,0,8,0,0,0,0,0,93,0,6,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
532,Moussa Diarra,MLI,DF,Alavés,La Liga,0.0,2000.0,2.4,93,64,29,1,0,1,1,28,0,0,0,0,61,0,4,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
533,Rúben Dias,POR,DF,Manchester City,Premier League,0.0,1997.0,6.1,405,392,13,8,1,0,0,1,0,0,0,0,376,0,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
534,Krépin Diatta,SEN,DF,Monaco,Ligue 1,0.0,1999.0,2.1,142,121,20,1,0,0,14,19,0,0,0,0,116,1,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
535,Mory Diaw,SEN,GK,Le Havre,Ligue 1,0.0,1993.0,7.0,282,214,67,20,0,1,0,0,0,0,0,0,222,1,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
536,Brahim Díaz,MAR,FW,Real Madrid,La Liga,0.0,1999.0,2.2,87,84,3,0,1,0,4,2,1,0,0,0,81,0,3,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
537,Junior Diaz,CIV,DF,Brest,Ligue 1,0.0,2003.0,5.2,205,201,3,2,0,4,0,1,0,0,0,0,175,1,4,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
538,Luis Díaz,COL,FW,Bayern Munich,Bundesliga,0.0,1997.0,5.7,258,241,16,0,1,4,8,10,0,0,0,0,213,1,6,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
539,Pedro Díaz,ESP,"MF,FW",Rayo Vallecano,La Liga,0.0,1998.0,5.4,198,193,4,0,0,0,10,1,3,1,1,0,167,1,7,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
540,Tyler Dibling,ENG,FW,Everton,Premier League,0.0,2006.0,0.7,15,15,0,0,0,0,1,0,0,0,0,0,13,0,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
541,Nouha Dicko,MLI,FW,Paris FC,Ligue 1,0.0,1992.0,0.5,8,7,1,0,1,0,0,0,0,0,0,0,5,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
542,Bamba Dieng,SEN,FW,Lorient,Ligue 1,0.0,2000.0,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
543,Eric Dier,ENG,DF,Monaco,Ligue 1,0.0,1994.0,6.0,489,474,14,11,0,2,2,1,0,0,0,0,451,1,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
544,Lucas Digne,FRA,DF,Aston Villa,Premier League,0.0,1993.0,5.4,270,214,56,6,1,0,25,42,8,6,1,0,196,0,17,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
545,Kevin Diks,IDN,DF,Gladbach,Bundesliga,0.0,1996.0,5.2,317,291,26,10,1,4,3,10,0,0,0,0,281,0,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
546,Federico Dimarco,ITA,DF,Inter,Serie A,0.0,1997.0,4.4,235,195,36,0,0,4,51,15,21,5,14,0,179,4,3,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
547,Junior Dina Ebimbe,FRA,"FW,MF",Brest,Ligue 1,0.0,2000.0,1.4,29,28,0,0,0,0,1,0,0,0,0,0,19,1,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
548,Eren Dinkçi,GER,"FW,MF",Freiburg,Bundesliga,0.0,2001.0,2.3,81,78,2,1,0,1,10,1,0,0,0,0,52,1,6,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
549,Yan Diomandé,CIV,FW,RB Leipzig,Bundesliga,0.0,2006.0,3.2,118,117,0,0,2,0,3,0,0,0,0,0,91,1,5,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
550,Issa Diop,FRA,DF,Fulham,Premier League,0.0,1997.0,0.9,35,35,0,0,0,0,1,0,0,0,0,0,24,0,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
551,Sérigné Diop,SEN,FW,Brest,Ligue 1,0.0,2005.0,0.1,3,2,1,0,0,0,1,0,1,0,1,0,2,0,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
552,Sofiane Diop,FRA,"MF,FW",Nice,Ligue 1,0.0,2000.0,4.3,181,169,12,1,3,3,5,3,3,3,0,0,139,0,6,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
553,Andy Diouf,FRA,MF,Inter,Serie A,0.0,2003.0,0.3,15,15,0,0,0,0,0,0,0,0,0,0,13,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
554,Andy Diouf,FRA,MF,Lens,Ligue 1,0.0,2003.0,1.0,40,37,3,2,0,0,0,0,1,0,0,0,33,0,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
555,El Hadji Malick Diouf,SEN,DF,West Ham,Premier League,0.0,2004.0,7.0,306,245,60,2,3,1,28,51,7,6,1,0,223,1,9,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
556,Yehvann Diouf,SEN,GK,Nice,Ligue 1,0.0,1999.0,7.0,215,169,45,14,0,1,0,1,0,0,0,0,167,1,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
557,Assane Dioussé,SEN,MF,Auxerre,Ligue 1,0.0,1997.0,0.1,8,7,1,1,0,0,0,0,0,0,0,0,7,0,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
558,Matías Dituro,ARG,GK,Elche,La Liga,0.0,1987.0,5.0,308,267,41,19,0,2,0,0,0,0,0,0,242,0,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
559,Djené,TOG,DF,Getafe,La Liga,0.0,1991.0,5.9,172,167,5,4,0,0,0,0,0,0,0,0,132,0,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
560,Berat Djimsiti,ALB,DF,Atalanta,Serie A,0.0,1993.0,5.0,273,253,19,9,0,0,1,5,0,0,0,0,238,1,4,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
561,Marko Dmitrović,SRB,GK,Espanyol,La Liga,0.0,1992.0,8.0,256,185,70,26,0,2,0,0,0,0,0,0,160,1,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
562,Ritsu Doan,JPN,"FW,MF",Eint Frankfurt,Bundesliga,0.0,1998.0,5.5,214,193,21,6,3,0,27,0,15,10,0,0,155,0,7,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
563,Dodô,BRA,DF,Fiorentina,Serie A,0.0,1998.0,5.9,218,183,34,2,0,1,21,32,0,0,0,0,158,1,3,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
564,Danilho Doekhi,NED,DF,Union Berlin,Bundesliga,0.0,1998.0,6.0,191,185,6,6,0,2,1,0,0,0,0,0,147,0,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
565,Matt Doherty,IRL,DF,Wolves,Premier League,0.0,1992.0,2.5,105,91,12,3,0,1,2,9,0,0,0,0,87,2,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
566,Josh Doig,SCO,DF,Sassuolo,Serie A,0.0,2002.0,5.4,181,142,39,3,0,0,7,36,0,0,0,0,147,0,3,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
567,Jeremy Doku,BEL,"MF,FW",Manchester City,Premier League,0.0,2002.0,4.3,136,135,1,0,5,0,9,1,0,0,0,0,113,0,7,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
568,Tyrhys Dolan,ENG,"FW,MF",Espanyol,La Liga,0.0,2001.0,6.3,168,161,6,3,1,0,29,0,3,0,3,0,115,1,3,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
569,Marc Domenech,ESP,"FW,MF",Mallorca,La Liga,0.0,2006.0,2.3,40,38,0,0,0,0,7,0,0,0,0,0,20,2,4,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
570,Benjamín Domínguez,ARG,"FW,MF",Bologna,Serie A,0.0,2003.0,0.8,28,28,0,0,0,1,0,0,0,0,0,0,23,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
571,Carlos Dominguez,ESP,DF,Celta Vigo,La Liga,0.0,2001.0,4.0,285,280,5,5,0,1,0,0,0,0,0,0,267,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
572,Nicolás Domínguez,ARG,MF,Nott'ham Forest,Premier League,0.0,1998.0,0.5,38,37,1,1,0,0,0,0,0,0,0,0,37,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
573,Jean-Luc Dompé,FRA,FW,Hamburger SV,Bundesliga,0.0,1995.0,3.1,77,70,7,1,0,0,11,4,2,2,0,0,57,0,3,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
574,John Donald,ESP,"MF,DF",Elche,La Liga,0.0,2000.0,1.8,108,99,9,2,0,0,0,7,0,0,0,0,94,0,3,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
575,Gianluigi Donnarumma,ITA,GK,Manchester City,Premier League,0.0,1999.0,4.0,112,86,26,12,0,0,0,0,0,0,0,0,80,0,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
576,Patrick Dorgu,DEN,DF,Manchester Utd,Premier League,0.0,2004.0,5.2,204,171,33,0,0,1,17,33,0,0,0,0,147,0,7,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
577,Niklas Dorsch,GER,MF,Heidenheim,Bundesliga,0.0,1998.0,4.1,149,136,12,9,0,5,2,1,2,0,0,0,129,1,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
578,Lohann Doucet,FRA,MF,Paris FC,Ligue 1,0.0,2002.0,0.9,41,40,0,0,0,1,0,0,0,0,0,0,38,1,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
579,Fodé Doucouré,MLI,"MF,FW",Le Havre,Ligue 1,0.0,2001.0,4.0,160,148,10,1,0,0,24,9,0,0,0,0,113,2,5,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
580,Désiré Doué,FRA,"FW,MF",Paris S-G,Ligue 1,0.0,2005.0,1.9,105,98,6,0,0,2,9,2,4,1,1,0,86,1,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
581,Guela Doué,CIV,DF,Strasbourg,Ligue 1,0.0,2002.0,2.3,143,133,10,2,0,0,3,8,0,0,0,0,124,0,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
582,Ismaël Doukouré,FRA,"DF,MF",Strasbourg,Ligue 1,0.0,2003.0,5.5,370,344,23,11,2,2,1,5,0,0,0,0,330,3,4,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
583,Kamory Doumbia,MLI,MF,Brest,Ligue 1,0.0,2003.0,6.2,206,180,26,2,2,0,14,3,14,7,5,0,162,0,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
584,Anastasios Douvikas,GRE,FW,Como,Serie A,0.0,1999.0,3.2,59,54,5,0,1,1,0,0,0,0,0,0,47,0,3,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
585,Artem Dovbyk,UKR,FW,Roma,Serie A,0.0,1997.0,2.0,49,49,0,0,1,0,0,0,0,0,0,0,34,0,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
586,Max Dowman,ENG,FW,Arsenal,Premier League,0.0,2009.0,0.3,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
587,Domingos Duarte,POR,DF,Getafe,La Liga,0.0,1995.0,5.5,149,140,8,7,0,1,0,1,0,0,0,0,110,1,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
588,Martin Dúbravka,SVK,GK,Burnley,Premier League,0.0,1989.0,7.0,253,146,106,21,0,0,0,0,0,0,0,0,129,1,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
589,Denzel Dumfries,NED,DF,Inter,Serie A,0.0,1996.0,4.3,155,128,27,1,0,1,14,26,0,0,0,0,117,0,5,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
590,Lewis Dunk,ENG,DF,Brighton,Premier League,0.0,1991.0,7.0,465,406,58,22,0,1,0,1,0,0,0,0,424,1,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
591,Pablo Durán,ESP,"FW,MF",Celta Vigo,La Liga,0.0,2001.0,3.6,80,77,3,0,1,1,2,0,0,0,0,0,59,0,4,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
592,Hugo Duro,ESP,FW,Valencia,La Liga,0.0,1999.0,4.8,105,94,10,0,1,0,0,0,0,0,0,0,77,1,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
593,Paulo Dybala,ARG,"FW,MF",Roma,Serie A,0.0,1993.0,1.5,88,71,16,5,0,2,16,0,10,1,7,0,67,1,4,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
594,Edin Džeko,BIH,FW,Fiorentina,Serie A,0.0,1986.0,1.0,37,36,1,0,0,0,0,0,0,0,0,0,26,0,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
595,Adam Dźwigała,POL,DF,St. Pauli,Bundesliga,0.0,1995.0,3.7,210,186,23,3,0,0,0,3,0,0,0,0,178,1,4,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
596,Aron Dønnum,NOR,"MF,FW",Toulouse,Ligue 1,0.0,1998.0,7.0,272,242,29,6,2,3,38,8,15,8,7,0,203,1,7,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
597,Simon Ebonog,CMR,MF,Le Havre,Ligue 1,0.0,2004.0,2.5,53,50,3,0,0,0,1,1,0,0,0,0,43,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
598,Enzo Ebosse,CMR,DF,Hellas Verona,Serie A,0.0,1999.0,0.6,30,29,1,1,0,0,0,0,0,0,0,0,26,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
599,Claudio Echeverri,ARG,"MF,FW",Leverkusen,Bundesliga,0.0,2006.0,0.6,32,28,4,1,0,0,1,1,1,1,0,0,29,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
600,Éderson,BRA,MF,Atalanta,Serie A,0.0,1999.0,1.0,63,61,2,1,0,2,0,1,0,0,0,0,55,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
601,Noah Edjouma,FRA,"FW,MF",Toulouse,Ligue 1,0.0,2005.0,1.9,48,46,2,0,1,0,7,1,1,0,0,0,33,0,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
602,Odsonne Édouard,FRA,FW,Crystal Palace,Premier League,0.0,1998.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
603,Odsonne Édouard,FRA,FW,Lens,Ligue 1,0.0,1998.0,2.1,33,29,4,0,1,0,0,0,0,0,0,0,29,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
604,Marcus Edwards,ENG,FW,Burnley,Premier League,0.0,1998.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
605,CJ Egan-Riley,ENG,DF,Marseille,Ligue 1,0.0,2003.0,2.3,196,188,8,3,1,1,1,4,0,0,0,0,182,0,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
606,Maximilian Eggestein,GER,MF,Freiburg,Bundesliga,0.0,1996.0,6.0,243,229,14,8,0,0,2,6,0,0,0,0,197,0,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
607,Kingsley Ehizibue,NED,DF,Udinese,Serie A,0.0,1995.0,4.1,141,108,32,1,0,0,15,31,0,0,0,0,101,1,5,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
608,Ovie Ejaria,ENG,MF,Oviedo,La Liga,0.0,1997.0,1.1,40,37,3,2,0,0,0,0,0,0,0,0,34,0,2,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
609,Chidera Ejuke,NGA,"FW,MF",Sevilla,La Liga,0.0,1998.0,2.0,75,74,1,0,2,3,1,1,0,0,0,0,61,0,3,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
610,Hjalmar Ekdal,SWE,DF,Burnley,Premier League,0.0,1998.0,5.9,163,162,1,1,1,1,1,0,0,0,0,0,138,0,3,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
611,Jeff Ekhator,ITA,"FW,DF",Genoa,Serie A,0.0,2006.0,1.6,32,29,2,0,0,0,2,1,0,0,0,0,16,1,1,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
612,Hugo Ekitike,FRA,FW,Liverpool,Premier League,0.0,2002.0,4.2,82,79,3,0,0,0,0,0,0,0,0,0,55,0,3,2025-2026,stats_passing_types,2025-10-18 04:36:54.599552
